city_ascii,city,country
Hlinsko,Hlinsko,Czechia
Lizzano,Lizzano,Italy
Tarhjicht,Tarhjicht,Morocco
Ponneri,Ponneri,India
Velpuru,Velpuru,India
Chinnakkavundanur,Chinnakkavundanur,India
Oued Laou,Oued Laou,Morocco
Uniontown,Uniontown,United States
Bundehra,Bundehra,India
Zafargarh,Zafargarh,India
Ruffano,Ruffano,Italy
Corozal,Corozal,Puerto Rico
Turgutalp,Turgutalp,Turkey
Vegachi,Vegachi,Colombia
Foix,Foix,France
Matias Cardoso,Matias Cardoso,Brazil
Magny-les-Hameaux,Magny-les-Hameaux,France
Tadangam,Tadangam,India
Yenice,Yenice,Turkey
Magnago,Magnago,Italy
Heilsbronn,Heilsbronn,Germany
Chilanga,Chilanga,El Salvador
Coronel Freitas,Coronel Freitas,Brazil
Sao Sebastiao do Maranhao,Sao Sebastiao do Maranhao,Brazil
Clinton,Clinton,United States
Cristino Castro,Cristino Castro,Brazil
Campobello di Licata,Campobello di Licata,Italy
Somasamudram,Somasamudram,India
Sauk Village,Sauk Village,United States
Safford,Safford,United States
La Sierra,La Sierra,Colombia
Boves,Boves,Italy
Greencastle,Greencastle,United States
Vlist,Vlist,Netherlands
Teotitlan,Teotitlan,Mexico
Cape Canaveral,Cape Canaveral,United States
Margny-les-Compiegne,Margny-les-Compiegne,France
Bastak,Bastak,Iran
Keokuk,Keokuk,United States
Karankot,Karankot,India
Gudimulakhandrika,Gudimulakhandrika,India
Almhult,Almhult,Sweden
Cedar Hills,Cedar Hills,United States
DuPont,DuPont,United States
Ii,Ii,Finland
Naqneh,Naqneh,Iran
Punnaikkayal,Punnaikkayal,India
Chinnampalaiyam,Chinnampalaiyam,India
Budd Lake,Budd Lake,United States
Boudinar,Boudinar,Morocco
Pasian di Prato,Pasian di Prato,Italy
Ventania,Ventania,Brazil
Budhma,Budhma,India
Consuegra,Consuegra,Spain
Honge,Honge,India
Miandasht,Miandasht,Iran
Pereshchepyne,Pereshchepyne,Ukraine
Daruvar,Daruvar,Croatia
Saint-Lys,Saint-Lys,France
Immingham,Immingham,United Kingdom
Wangjing,Wangjing,India
Santa Cruz Atizapan,Santa Cruz Atizapan,Mexico
Dongcha,Dongcha,China
San Francisco la Union,San Francisco la Union,Guatemala
Strzelce Krajenskie,Strzelce Krajenskie,Poland
Imarui,Imarui,Brazil
Liesveld,Liesveld,Netherlands
Shahganj,Shahganj,India
Catunda,Catunda,Brazil
Jaisinghnagar,Jaisinghnagar,India
Airmont,Airmont,United States
Coapilla,Coapilla,Mexico
Has,Has,Syria
Cuicatlan,Cuicatlan,Mexico
Itatiaiucu,Itatiaiucu,Brazil
Ribadeo,Ribadeo,Spain
Ploermel,Ploermel,France
Dessel,Dessel,Belgium
Coroaci,Coroaci,Brazil
Leppavirta,Leppavirta,Finland
Sorkheh,Sorkheh,Iran
Mareno di Piave,Mareno di Piave,Italy
Hohr-Grenzhausen,Hohr-Grenzhausen,Germany
Sande,Sande,Norway
Gessate,Gessate,Italy
Genemuiden,Genemuiden,Netherlands
Maihma Sarja,Maihma Sarja,India
Novyye Atagi,Novyye Atagi,Russia
Tha Mai,Tha Mai,Thailand
Sparta,Sparta,United States
Manduri,Manduri,Brazil
Chintapalle,Chintapalle,India
Lenoir City,Lenoir City,United States
Estavayer-le-Lac,Estavayer-le-Lac,Switzerland
Pinos Puente,Pinos Puente,Spain
Mamidipalli,Mamidipalli,India
Fair Oaks Ranch,Fair Oaks Ranch,United States
Piedras Blancas,Piedras Blancas,Spain
Monteriggioni,Monteriggioni,Italy
Treillieres,Treillieres,France
Terra de Areia,Terra de Areia,Brazil
Holywell,Holywell,United Kingdom
Wadgira,Wadgira,India
Kourimat,Kourimat,Morocco
Madhavaram,Madhavaram,India
Nea Moudania,Nea Moudania,Greece
Bukowno,Bukowno,Poland
Grossrohrsdorf,Grossrohrsdorf,Germany
Colindres,Colindres,Spain
Govindapuram,Govindapuram,India
Worth,Worth,United Kingdom
Towcester,Towcester,United Kingdom
Vidor,Vidor,United States
Malhargarh,Malhargarh,India
Umburetama,Umburetama,Brazil
Hamira,Hamira,India
Bellavista,Bellavista,Colombia
Reedsburg,Reedsburg,United States
Panjab,Panjab,Afghanistan
Mae Ai,Mae Ai,Thailand
Conselice,Conselice,Italy
North Lakes,North Lakes,United States
Fairmount,Fairmount,United States
Outa Bouabane,Outa Bouabane,Morocco
Zell am See,Zell am See,Austria
Saint-Remy-de-Provence,Saint-Remy-de-Provence,France
Gunnedah,Gunnedah,Australia
Jagannadapuram,Jagannadapuram,India
Pokrovske,Pokrovske,Ukraine
Majali,Majali,India
Ingre,Ingre,France
Zaozersk,Zaozersk,Russia
Lagbe,Lagbe,Benin
Gidha,Gidha,India
Pangunattam,Pangunattam,India
Nambutalai,Nambutalai,India
Kostrzyn,Kostrzyn,Poland
Montescaglioso,Montescaglioso,Italy
Tafersit,Tafersit,Morocco
Keora,Keora,India
Katahra,Katahra,India
Deruta,Deruta,Italy
Dinara,Dinara,India
Caldas de Reyes,Caldas de Reyes,Spain
Rubim,Rubim,Brazil
Rurka Kalan,Rurka Kalan,India
Little River,Little River,United States
Willoughby Hills,Willoughby Hills,United States
Bad Gandersheim,Bad Gandersheim,Germany
George Mason,George Mason,United States
Urzhum,Urzhum,Russia
Kendallville,Kendallville,United States
Marysville,Marysville,United States
Byalynichy,Byalynichy,Belarus
Kattamuru,Kattamuru,India
Castel Bolognese,Castel Bolognese,Italy
Mount Vista,Mount Vista,United States
Jilotlan de los Dolores,Jilotlan de los Dolores,Mexico
Beneditinos,Beneditinos,Brazil
Vargem,Vargem,Brazil
Porto Rafti,Porto Rafti,Greece
Hardiya,Hardiya,India
Brandis,Brandis,Germany
Saarijarvi,Saarijarvi,Finland
Waltenhofen,Waltenhofen,Germany
Saidia,Saidia,Morocco
Kaikaram,Kaikaram,India
East Setauket,East Setauket,United States
Wapakoneta,Wapakoneta,United States
Bee Ridge,Bee Ridge,United States
Cosne sur Loire,Cosne sur Loire,France
Anantpur,Anantpur,India
Temiskaming Shores,Temiskaming Shores,Canada
Carregal do Sal,Carregal do Sal,Portugal
Ngaparou,Ngaparou,Senegal
East Rutherford,East Rutherford,United States
Mount Holly,Mount Holly,United States
Idumbavanam,Idumbavanam,India
Altmunster,Altmunster,Austria
Coello,Coello,Colombia
Juru,Juru,Brazil
Argelato,Argelato,Italy
Talachyn,Talachyn,Belarus
Valtoha,Valtoha,India
Poggio Renatico,Poggio Renatico,Italy
Non Sung,Non Sung,Thailand
Fallanden,Fallanden,Switzerland
Tiptree,Tiptree,United Kingdom
Aranzazu,Aranzazu,Colombia
Mirante,Mirante,Brazil
Kudowa-Zdroj,Kudowa-Zdroj,Poland
San Pedro Ixtlahuaca,San Pedro Ixtlahuaca,Mexico
Ingichka,Ingichka,Uzbekistan
Revel,Revel,France
Margarita,Margarita,Colombia
Rampura,Rampura,India
Rute,Rute,Spain
Rye Brook,Rye Brook,United States
Punnavalli,Punnavalli,India
Konidena,Konidena,India
Colac,Colac,Australia
Minakshipuram,Minakshipuram,India
New Richmond,New Richmond,United States
Ellisville,Ellisville,United States
Agoue,Agoue,Benin
Monticello Conte Otto,Monticello Conte Otto,Italy
Brinkmann,Brinkmann,Argentina
Rautara,Rautara,India
Worsborough,Worsborough,United Kingdom
Adiyakkamangalam,Adiyakkamangalam,India
Sasaima,Sasaima,Colombia
Rotonda,Rotonda,United States
Queensferry,Queensferry,United Kingdom
Csorna,Csorna,Hungary
Trancoso,Trancoso,Portugal
Balatonalmadi,Balatonalmadi,Hungary
Redon,Redon,France
Devanangurichchi,Devanangurichchi,India
Jesup,Jesup,United States
Lago Ranco,Lago Ranco,Chile
La Grange,La Grange,United States
Nagathan,Nagathan,India
Khutha Baijnath,Khutha Baijnath,India
Alcorta,Alcorta,Argentina
Dagarua,Dagarua,India
San Giovanni in Marignano,San Giovanni in Marignano,Italy
Tenente Ananias,Tenente Ananias,Brazil
Tamganj,Tamganj,India
Bisaul,Bisaul,India
Karczew,Karczew,Poland
Astorp,Astorp,Sweden
Nong Wua So,Nong Wua So,Thailand
Qiziltepa,Qiziltepa,Uzbekistan
Nea Artaki,Nea Artaki,Greece
Bellinzago Novarese,Bellinzago Novarese,Italy
Jawalgeri,Jawalgeri,India
Patchur,Patchur,India
Resana,Resana,Italy
Ashukino,Ashukino,Russia
Chimay,Chimay,Belgium
Rothrist,Rothrist,Switzerland
Mezobereny,Mezobereny,Hungary
Cachipay,Cachipay,Colombia
Chevy Chase,Chevy Chase,United States
Nadimpalem,Nadimpalem,India
Siano,Siano,Italy
River Vale,River Vale,United States
Uppalaguptam,Uppalaguptam,India
Vaikuntam,Vaikuntam,India
Bjarred,Bjarred,Sweden
Saidoke,Saidoke,India
Kushnarenkovo,Kushnarenkovo,Russia
Sundarsi,Sundarsi,India
Gangadhar,Gangadhar,India
Franklin,Franklin,United States
Alukkuli,Alukkuli,India
Santa Maria Jacatepec,Santa Maria Jacatepec,Mexico
Mission,Mission,United States
Narikombu,Narikombu,India
Oakbrook,Oakbrook,United States
Bockenem,Bockenem,Germany
Hinton,Hinton,Canada
Sanampudi,Sanampudi,India
Alacati,Alacati,Turkey
Kondalahalli,Kondalahalli,India
Saint-Sauveur,Saint-Sauveur,Canada
Toudja,Toudja,Algeria
Powdersville,Powdersville,United States
Zinkiv,Zinkiv,Ukraine
Lucon,Lucon,France
Bastrop,Bastrop,United States
Quesnel,Quesnel,Canada
Beuvry,Beuvry,France
Torrinha,Torrinha,Brazil
Dodworth,Dodworth,United Kingdom
San Bartolome Milpas Altas,San Bartolome Milpas Altas,Guatemala
Muddanuru,Muddanuru,India
Ruoqiang,Ruoqiang,China
Moyogalpa,Moyogalpa,Nicaragua
Varna,Varna,Russia
Baisuhalli,Baisuhalli,India
Qahjavarestan,Qahjavarestan,Iran
Norosi,Norosi,Colombia
Singhana,Singhana,India
Ferryhill,Ferryhill,United Kingdom
Hawera,Hawera,New Zealand
Hobart,Hobart,United States
Dasso,Dasso,Benin
Titu,Titu,Romania
Pobiedziska,Pobiedziska,Poland
Baikunthapur,Baikunthapur,India
Guateque,Guateque,Colombia
Pinjranwan,Pinjranwan,India
Serafimovskiy,Serafimovskiy,Russia
Flossmoor,Flossmoor,United States
Arden Hills,Arden Hills,United States
Giardini,Giardini,Italy
Nagasamudra,Nagasamudra,India
Manchenahalli,Manchenahalli,India
Villas,Villas,United States
Hornsby Bend,Hornsby Bend,United States
Kobeliaky,Kobeliaky,Ukraine
Gandlapenta,Gandlapenta,India
Pedavidu,Pedavidu,India
Bueng Khong Long,Bueng Khong Long,Thailand
Berezivka,Berezivka,Ukraine
Quilombo,Quilombo,Brazil
Beltangadi,Beltangadi,India
Sarapui,Sarapui,Brazil
Havanur,Havanur,India
Atoka,Atoka,United States
Belomorsk,Belomorsk,Russia
Broni,Broni,Italy
Peru,Peru,United States
Ciudad de Loreto,Ciudad de Loreto,Argentina
Makariv,Makariv,Ukraine
Piombino Dese,Piombino Dese,Italy
Aulnoye-Aymeries,Aulnoye-Aymeries,France
San Vicente,San Vicente,Ecuador
Croydon,Croydon,United States
Renaico,Renaico,Chile
Jerissa,Jerissa,Tunisia
Litovel,Litovel,Czechia
Kambaneri Pudukkudi,Kambaneri Pudukkudi,India
Seysses,Seysses,France
Lobez,Lobez,Poland
Independent Hill,Independent Hill,United States
Elizabethtown-Kitley,Elizabethtown-Kitley,Canada
Sabana Larga,Sabana Larga,Dominican Republic
Nersingen,Nersingen,Germany
Mora,Mora,Spain
Pailon,Pailon,Bolivia
Mulungu,Mulungu,Brazil
Brandywine,Brandywine,United States
Winfield,Winfield,United States
Mosjoen,Mosjoen,Norway
Photharam,Photharam,Thailand
Vanukuru,Vanukuru,India
Chom Thong,Chom Thong,Thailand
Rio Vista,Rio Vista,United States
Independence,Independence,United States
Pluderhausen,Pluderhausen,Germany
Gold,Gold,India
Morinville,Morinville,Canada
El Roble,El Roble,Colombia
Wendell,Wendell,United States
The Pinery,The Pinery,United States
Breuillet,Breuillet,France
Drezdenko,Drezdenko,Poland
Kondayampalaiyam,Kondayampalaiyam,India
Artigues-pres-Bordeaux,Artigues-pres-Bordeaux,France
Viralimalai,Viralimalai,India
Badagabettu,Badagabettu,India
Cildir,Cildir,Turkey
Saint-Barthelemy-d'Anjou,Saint-Barthelemy-d'Anjou,France
Ganguru,Ganguru,India
Ekalbehri,Ekalbehri,India
Radekhiv,Radekhiv,Ukraine
Stansbury Park,Stansbury Park,United States
Veauche,Veauche,France
Trebbin,Trebbin,Germany
Jennings,Jennings,United States
Santa Barbara,Santa Barbara,Venezuela
Panganiban,Panganiban,Philippines
Roztoky,Roztoky,Czechia
Nurobod Shahri,Nurobod Shahri,Uzbekistan
Kannal,Kannal,India
Ban Nong Tong,Ban Nong Tong,Thailand
Zorneding,Zorneding,Germany
Ramasingavaram,Ramasingavaram,India
Schlitz,Schlitz,Germany
Laila,Laila,India
Manchi,Manchi,India
Nykobing Mors,Nykobing Mors,Denmark
Wloszczowa,Wloszczowa,Poland
Mallappadi,Mallappadi,India
San Sebastian,San Sebastian,Colombia
Raun,Raun,India
Socota,Socota,Colombia
Bishunpur,Bishunpur,India
Pulivalam,Pulivalam,India
Rasht,Rasht,Tajikistan
Couzeix,Couzeix,France
St. Augustine Shores,St. Augustine Shores,United States
Hateg,Hateg,Romania
Murajpur,Murajpur,India
Stovring,Stovring,Denmark
Kirangur,Kirangur,India
Ulipuram,Ulipuram,India
Suntar,Suntar,Russia
Plains,Plains,United States
Guia Lopes da Laguna,Guia Lopes da Laguna,Brazil
Ninheira,Ninheira,Brazil
Osterburg,Osterburg,Germany
Perumbalai,Perumbalai,India
Imam Sahib,Imam Sahib,Afghanistan
Halls,Halls,United States
Yazikonak,Yazikonak,Turkey
Madhubani,Madhubani,India
East Stroudsburg,East Stroudsburg,United States
Puraini,Puraini,India
Gokceada,Gokceada,Turkey
Oulunsalo,Oulunsalo,Finland
Uppugunduru,Uppugunduru,India
Oosterwolde,Oosterwolde,Netherlands
Alcanar,Alcanar,Spain
General Alvear,General Alvear,Argentina
Udburu,Udburu,India
Berchha,Berchha,India
Saire,Saire,Brazil
Triuggio,Triuggio,Italy
Inole,Inole,India
Almusafes,Almusafes,Spain
Pizarra,Pizarra,Spain
Parol,Parol,India
Dolianova,Dolianova,Italy
Mozzate,Mozzate,Italy
Eisenberg,Eisenberg,Germany
Masku,Masku,Finland
Gorom-Gorom,Gorom-Gorom,Burkina Faso
Dattapara,Dattapara,India
Badanahatti,Badanahatti,India
Dorogobuzh,Dorogobuzh,Russia
Brockworth,Brockworth,United Kingdom
Totma,Totma,Russia
Cobham,Cobham,United Kingdom
T'q'ibuli,T'q'ibuli,Georgia
Logten,Logten,Denmark
Brownsville,Brownsville,United States
Calca,Calca,Peru
Thikri,Thikri,India
Sorbolo,Sorbolo,Italy
Everswinkel,Everswinkel,Germany
Chiang Klang,Chiang Klang,Thailand
Grey Highlands,Grey Highlands,Canada
Sao Goncalo do Rio Abaixo,Sao Goncalo do Rio Abaixo,Brazil
Ban Krot,Ban Krot,Thailand
Jujharpur,Jujharpur,India
Tisnov,Tisnov,Czechia
Vettweiss,Vettweiss,Germany
Aldona,Aldona,India
Nerinjippettai,Nerinjippettai,India
Basse-Goulaine,Basse-Goulaine,France
Ban Nam Dip Luang,Ban Nam Dip Luang,Thailand
Wepener,Wepener,South Africa
Harbatpur,Harbatpur,India
Constantina,Constantina,Brazil
Guntramsdorf,Guntramsdorf,Austria
Piru,Piru,India
Heiligenhafen,Heiligenhafen,Germany
Thap Khlo,Thap Khlo,Thailand
Barracao,Barracao,Brazil
Yekambarakuppam,Yekambarakuppam,India
Leeton,Leeton,Australia
Tadla,Tadla,Morocco
Adjarra,Adjarra,Benin
Wiang Sa,Wiang Sa,Thailand
Marshall,Marshall,United States
Biei,Biei,Japan
Chikkala,Chikkala,India
Jambukuttaippatti,Jambukuttaippatti,India
Bhogapuram,Bhogapuram,India
Tesalia,Tesalia,Colombia
Nyurba,Nyurba,Russia
Marlboro Village,Marlboro Village,United States
Highfields,Highfields,Australia
Otocac,Otocac,Croatia
Ostercappeln,Ostercappeln,Germany
Saidabad,Saidabad,India
Alto Piquiri,Alto Piquiri,Brazil
Matelica,Matelica,Italy
Salmanshahr,Salmanshahr,Iran
Honganur,Honganur,India
Irungalur,Irungalur,India
Belalcazar,Belalcazar,Colombia
Hueyotlipan,Hueyotlipan,Mexico
Neshannock,Neshannock,United States
Eksjo,Eksjo,Sweden
Palomares del Rio,Palomares del Rio,Spain
Flero,Flero,Italy
La Ravoire,La Ravoire,France
Carnaubais,Carnaubais,Brazil
Barbana,Barbana,India
Aklim,Aklim,Morocco
Suzdal,Suzdal,Russia
Poloros,Poloros,El Salvador
Kemberg,Kemberg,Germany
Alfaro,Alfaro,Spain
Eschenbach,Eschenbach,Switzerland
Mae Rim,Mae Rim,Thailand
Puerto Tirol,Puerto Tirol,Argentina
Sohta,Sohta,India
Caturama,Caturama,Brazil
Hostotipaquillo,Hostotipaquillo,Mexico
Pettampalaiyam,Pettampalaiyam,India
Scionzier,Scionzier,France
Zahed Shahr,Zahed Shahr,Iran
Colmenarejo,Colmenarejo,Spain
Tweed Heads,Tweed Heads,Australia
Hattula,Hattula,Finland
Nordwalde,Nordwalde,Germany
Santo Tomas de los Platanos,Santo Tomas de los Platanos,Mexico
Monki,Monki,Poland
Kaliganj,Kaliganj,India
Concordia,Concordia,Colombia
Studenka,Studenka,Czechia
Camoluk,Camoluk,Turkey
Quiculungo,Quiculungo,Angola
Sarpamari,Sarpamari,India
Basavilbaso,Basavilbaso,Argentina
Vardhamankota,Vardhamankota,India
Galten,Galten,Denmark
Alcarraz,Alcarraz,Spain
Joigny,Joigny,France
Budanur,Budanur,India
Nirna,Nirna,India
Gobindpur,Gobindpur,India
Hacari,Hacari,Colombia
Loria,Loria,Italy
Ocsa,Ocsa,Hungary
Plainville,Plainville,United States
Ladhuka,Ladhuka,India
Podu Iloaiei,Podu Iloaiei,Romania
Villarrubia de los Ojos,Villarrubia de los Ojos,Spain
Mesetas,Mesetas,Colombia
Wysokie Mazowieckie,Wysokie Mazowieckie,Poland
La Matanza de Acentejo,La Matanza de Acentejo,Spain
Grimmen,Grimmen,Germany
Picnic Point,Picnic Point,United States
Sabangan,Sabangan,Philippines
Wagner,Wagner,Brazil
Washington,Washington,United States
Fateh Nangal,Fateh Nangal,India
El Haouaria,El Haouaria,Tunisia
Cardeal da Silva,Cardeal da Silva,Brazil
Altlandsberg,Altlandsberg,Germany
Glencoe,Glencoe,New Zealand
Aghbalou Aqourar,Aghbalou Aqourar,Morocco
Sarkad,Sarkad,Hungary
San Fausto de Campcentellas,San Fausto de Campcentellas,Spain
Puerto Narino,Puerto Narino,Colombia
Oberstdorf,Oberstdorf,Germany
Nueva Esparta,Nueva Esparta,El Salvador
Sidi Ahmed El Khadir,Sidi Ahmed El Khadir,Morocco
Argostoli,Argostoli,Greece
Saint-Vith,Saint-Vith,Belgium
Dushanove,Dushanove,Kosovo
Bijeraghogarh,Bijeraghogarh,India
Tazarka,Tazarka,Tunisia
Felpham,Felpham,United Kingdom
Douar Lehouifrat,Douar Lehouifrat,Morocco
Schmitten,Schmitten,Germany
Nashtifan,Nashtifan,Iran
Senmanat,Senmanat,Spain
San Juan del Puerto,San Juan del Puerto,Spain
Furstenau,Furstenau,Germany
Eidson Road,Eidson Road,United States
Sint Willebrord,Sint Willebrord,Netherlands
Leguevin,Leguevin,France
Kukraun,Kukraun,India
Ussel,Ussel,France
Tepe-Korgon,Tepe-Korgon,Kyrgyzstan
Irigny,Irigny,France
Sivamalai,Sivamalai,India
Somvarpet,Somvarpet,India
College Place,College Place,United States
San Pedro,San Pedro,Chile
Unao,Unao,India
Vesele,Vesele,Ukraine
Fuli,Fuli,Taiwan
Nakao,Nakao,Japan
Sevilla La Nueva,Sevilla La Nueva,Spain
Gorgab,Gorgab,Iran
Damargidda,Damargidda,India
Aleksandrov Gay,Aleksandrov Gay,Russia
Pingree Grove,Pingree Grove,United States
Corella,Corella,Philippines
Punta del Este,Punta del Este,Uruguay
Voitsberg,Voitsberg,Austria
Valsequillo de Gran Canaria,Valsequillo de Gran Canaria,Spain
Yalaguina,Yalaguina,Nicaragua
Zafferana Etnea,Zafferana Etnea,Italy
Tuta,Tuta,Colombia
Kadiyadda,Kadiyadda,India
Pathraha,Pathraha,India
Sekha,Sekha,India
Nolinsk,Nolinsk,Russia
Ayas,Ayas,India
Sunbury,Sunbury,United States
Rajapudi,Rajapudi,India
Katuria,Katuria,India
Huari,Huari,Peru
Monmouth Junction,Monmouth Junction,United States
Loreto,Loreto,Philippines
Harran,Harran,Turkey
Nhan Trach,Nhan Trach,Vietnam
Tremonton,Tremonton,United States
Garrison,Garrison,United States
Chandwara,Chandwara,India
Middleton,Middleton,United States
Alsbach-Hahnlein,Alsbach-Hahnlein,Germany
Uranganpatti,Uranganpatti,India
Saint-Sulpice-la-Pointe,Saint-Sulpice-la-Pointe,France
Golbey,Golbey,France
Avon Park,Avon Park,United States
Loudeac,Loudeac,France
Majra,Majra,India
Sedona,Sedona,United States
Kommuru,Kommuru,India
Idanha-a-Nova,Idanha-a-Nova,Portugal
Halen,Halen,Belgium
Paso Canoas,Paso Canoas,Panama
Spanish Fort,Spanish Fort,United States
Kottur,Kottur,India
Shchuchye,Shchuchye,Russia
Akabira,Akabira,Japan
Liteni,Liteni,Romania
Imias,Imias,Cuba
Detroit Lakes,Detroit Lakes,United States
Khoragachhi,Khoragachhi,India
Bni Boufrah,Bni Boufrah,Morocco
Nattakkadaiyur,Nattakkadaiyur,India
Kasap,Kasap,India
Pappampatti,Pappampatti,India
Beckett Ridge,Beckett Ridge,United States
Sweet Home,Sweet Home,United States
Khem Karan Saray,Khem Karan Saray,India
Ghorbanki,Ghorbanki,India
Wehrheim,Wehrheim,Germany
Arenys de Munt,Arenys de Munt,Spain
Chelmek,Chelmek,Poland
Luchow,Luchow,Germany
Nove Mesto nad Metuji,Nove Mesto nad Metuji,Czechia
Bardmoor,Bardmoor,United States
Berlin,Berlin,United States
Makaha,Makaha,United States
White Horse,White Horse,United States
Bisingen,Bisingen,Germany
Ehningen,Ehningen,Germany
El Espinar,El Espinar,Spain
San Marzano di San Giuseppe,San Marzano di San Giuseppe,Italy
Bohechio,Bohechio,Dominican Republic
Mentone,Mentone,United States
Fort Salonga,Fort Salonga,United States
Sarauni,Sarauni,India
Fultondale,Fultondale,United States
Helena-West Helena,Helena-West Helena,United States
Timmapuram,Timmapuram,India
Muppalla,Muppalla,India
Nowy Dwor Gdanski,Nowy Dwor Gdanski,Poland
Stratford,Stratford,Canada
Lavis,Lavis,Italy
Ferros,Ferros,Brazil
Alamosa,Alamosa,United States
Foiano della Chiana,Foiano della Chiana,Italy
Khajuri,Khajuri,India
Xinpi,Xinpi,Taiwan
Mama Khel,Mama Khel,Afghanistan
Akhuryan,Akhuryan,Armenia
Cavriglia,Cavriglia,Italy
Maserada sul Piave,Maserada sul Piave,Italy
Bluefield,Bluefield,United States
Awans,Awans,Belgium
Barjhar,Barjhar,India
Coweta,Coweta,United States
Fallston,Fallston,United States
Gokhulapur,Gokhulapur,India
Murrells Inlet,Murrells Inlet,United States
Silver City,Silver City,United States
Alayor,Alayor,Spain
Cervello,Cervello,Spain
Dobre Miasto,Dobre Miasto,Poland
Valerik,Valerik,Russia
Kola,Kola,Russia
Ulas,Ulas,Turkey
Uppinangadi,Uppinangadi,India
Solsona,Solsona,Spain
Khari,Khari,India
Hohenmolsen,Hohenmolsen,Germany
Visselhovede,Visselhovede,Germany
Lindesberg,Lindesberg,Sweden
Dassel,Dassel,Germany
Grado,Grado,Spain
Castelfranco di Sopra,Castelfranco di Sopra,Italy
Sellersburg,Sellersburg,United States
Pechory,Pechory,Russia
Kuchai Kot,Kuchai Kot,India
Oil City,Oil City,United States
Gopalpur,Gopalpur,India
Bagchini,Bagchini,India
Salcea,Salcea,Romania
Cebazat,Cebazat,France
Tlagasana,Tlagasana,Indonesia
Elne,Elne,France
Castelleone,Castelleone,Italy
Neu Bleckede,Neu Bleckede,Germany
Laubach,Laubach,Germany
Sowan,Sowan,India
Jawasa,Jawasa,India
Sembe,Sembe,Congo (Brazzaville)
Alfred and Plantagenet,Alfred and Plantagenet,Canada
Filadelfia,Filadelfia,Colombia
Niederwerrn,Niederwerrn,Germany
Indianola,Indianola,United States
Aranya Kalan,Aranya Kalan,India
Cholavaram,Cholavaram,India
Ilsenburg,Ilsenburg,Germany
Tsrar Sharif,Tsrar Sharif,India
Farsund,Farsund,Norway
Morrisville,Morrisville,United States
Rasol,Rasol,India
Vempatti,Vempatti,India
Monte Porzio Catone,Monte Porzio Catone,Italy
Segarai,Segarai,India
Porto Tolle,Porto Tolle,Italy
Korwar,Korwar,India
Tzitzio,Tzitzio,Mexico
Algun,Algun,India
Kalvarpatti,Kalvarpatti,India
Madepalli,Madepalli,India
Attnang-Puchheim,Attnang-Puchheim,Austria
La Victoria de Acentejo,La Victoria de Acentejo,Spain
Tandarampattu,Tandarampattu,India
Khodoriv,Khodoriv,Ukraine
Sudlohn,Sudlohn,Germany
Andiyappanur,Andiyappanur,India
Luis Gomes,Luis Gomes,Brazil
Ap Tan Ngai,Ap Tan Ngai,Vietnam
Country Club,Country Club,United States
Trzebiatow,Trzebiatow,Poland
Krasnogvardeyskoye,Krasnogvardeyskoye,Russia
Thomaston,Thomaston,United States
Anjehalli,Anjehalli,India
Kadanadu,Kadanadu,India
Cuellar,Cuellar,Spain
Santa Monica,Santa Monica,Philippines
Douar Messassa,Douar Messassa,Morocco
White Marsh,White Marsh,United States
Rangapuram,Rangapuram,India
Talakulam,Talakulam,India
Barpathar,Barpathar,India
Armutlu,Armutlu,Turkey
Olivares,Olivares,Spain
Rockcreek,Rockcreek,United States
Kunnattur,Kunnattur,India
Adelsdorf,Adelsdorf,Germany
Agareb,Agareb,Tunisia
Kovilpatti,Kovilpatti,India
Lincoln City,Lincoln City,United States
Babhangaon,Babhangaon,India
Gamail,Gamail,India
Harsova,Harsova,Romania
Fairfield,Fairfield,United States
Kankanalapalle,Kankanalapalle,India
Parsons,Parsons,United States
Besozzo,Besozzo,Italy
Fauske,Fauske,Norway
Prudente de Morais,Prudente de Morais,Brazil
Oulad Imloul,Oulad Imloul,Morocco
Santa Ana,Santa Ana,Venezuela
Tirua,Tirua,Chile
Lake Arrowhead,Lake Arrowhead,United States
Pinhel,Pinhel,Portugal
Brand-Erbisdorf,Brand-Erbisdorf,Germany
Traversetolo,Traversetolo,Italy
Masera di Padova,Masera di Padova,Italy
Hockley,Hockley,United Kingdom
Mont-Tremblant,Mont-Tremblant,Canada
Roncador,Roncador,Brazil
Jagta,Jagta,India
Imielin,Imielin,Poland
Mortagua,Mortagua,Portugal
Martensville,Martensville,Canada
Sidi Bou Othmane,Sidi Bou Othmane,Morocco
Kakarati,Kakarati,India
Durgi,Durgi,India
Twist,Twist,Germany
Karuveppampatti,Karuveppampatti,India
Barleben,Barleben,Germany
Kaglipur,Kaglipur,India
Canonsburg,Canonsburg,United States
Runkel,Runkel,Germany
Himmatpura,Himmatpura,India
Szubin,Szubin,Poland
Eemnes,Eemnes,Netherlands
Zwiesel,Zwiesel,Germany
Stary Sacz,Stary Sacz,Poland
Pleasant Grove,Pleasant Grove,United States
Zadonsk,Zadonsk,Russia
Chokkalingapuram,Chokkalingapuram,India
Striano,Striano,Italy
Morieres-les-Avignon,Morieres-les-Avignon,France
Ban San Pong,Ban San Pong,Thailand
Landivisiau,Landivisiau,France
Onda,Onda,India
Izium,Izium,Ukraine
Uracoa,Uracoa,Venezuela
Decatur,Decatur,United States
Lowell,Lowell,United States
